estimate,se,z,p,N,delta_PSE,n_per_group,sim,ES
-0.9859977021542896,0.5012633732625049,-1.967025230143707,0.04918030215643995,50,2.067070405047202,25,50,0.5
-0.6263699047988125,0.36985648346672173,-1.6935485324679211,0.09035110514028118,50,4.81627357652118,25,51,0.5
-0.6850648509717314,0.4340850573050921,-1.5781811408685298,0.11452400154253171,50,2.5657309475562933,25,52,0.5
-0.5583815020256079,0.48700142148357045,-1.146570579454552,0.25155914160584847,50,2.167073406737174,25,53,0.5
-0.9723793540231958,0.41373096767852136,-2.3502696921124775,0.018759813069339767,50,3.309298886026191,25,54,0.5
-0.7461708507594399,0.4735571233865469,-1.5756723189450763,0.11510133998516703,50,3.1948402369658275,25,55,0.5
-0.8808088142134128,0.46243373033807267,-1.904724410067314,0.056815904225508855,50,2.7135675242592683,25,56,0.5
-0.6346829075049232,0.39295650430899887,-1.6151479885057312,0.10627865083038755,50,3.798444346256673,25,57,0.5
-1.513841807808387,0.444610041895707,-3.4048754305092634,6.619424172736452e-4,50,3.848116567747619,25,58,0.5
-0.8459796245061022,0.46965483247191153,-1.801279505745738,0.07165883639374533,50,1.226043141428244,25,59,0.5
-1.1893192403746318,0.590288686228633,-2.014809479024946,0.04392461546593886,50,3.6302021031773464,25,60,0.5
-1.3773361545454477,0.4984451007098687,-2.7632655082453255,0.005722619497819537,50,4.361882169009103,25,61,0.5
-1.1532466707654674,0.6242180662392783,-1.8475060770243699,0.06467382818982385,50,1.9111209570824297,25,62,0.5
-1.095003301584332,0.5147278692950659,-2.1273441111396774,0.033391502172942095,50,3.982318544331685,25,63,0.5
-0.06485434394401098,0.5615253931557801,-0.11549672505374817,0.9080514161356961,50,3.796053544207661,25,64,0.5
-0.895261663562738,0.4993230718776865,-1.792950724660366,0.07298080347481857,50,2.25938466013962,25,65,0.5
-1.300546976501553,0.5480182457838794,-2.3731818903972157,0.017635576879021574,50,2.6769374441158753,25,66,0.5
-0.44227275352698997,0.49801702321748215,-0.8880675416869257,0.3745044210280398,50,3.3864870664295506,25,67,0.5
-1.12101637769671,0.4297063710468877,-2.6087962693352513,0.009086131983393236,50,3.365639732074003,25,68,0.5
-0.47754266348291274,0.4443331682988436,-1.0747400769364432,0.28249111540947225,50,2.637522005686087,25,69,0.5
-0.880151960037358,0.45620053296348234,-1.9293093638446315,0.05369246797279713,50,3.416752781673134,25,70,0.5
-0.4284304527829357,0.5187109906795421,-0.8259521399800426,0.40883124164100804,50,2.8907398041993027,25,71,0.5
-0.9503434028995217,0.4555870943234869,-2.0859752498272837,0.036980865063294996,50,4.0588069589840465,25,72,0.5
-1.2093546231694319,0.3820456650182083,-3.1654713923054043,0.0015483188631825614,50,2.1850975780309447,25,73,0.5
-0.9607382862313526,0.4486568630632833,-2.1413654071214774,0.03224458231108646,50,4.075503138264041,25,74,0.5
-1.2719044172027885,0.4669633278412591,-2.7237779529341615,0.0064539882111981995,50,2.694858254101094,25,75,0.5
-0.5900746681895063,0.4828343098794731,-1.2221059193925197,0.22166757491944072,50,1.5698305114709203,25,76,0.5
-1.6869269100180087,0.5089837621388809,-3.314303982761861,9.187156941655726e-4,50,3.3765812692052783,25,77,0.5
-1.3640723778450057,0.4717645551271135,-2.891426163793646,0.0038349769520002797,50,3.637509099921461,25,78,0.5
-1.4093590309485937,0.5091044107710074,-2.7683103919964194,0.005634776237248475,50,2.869614079239973,25,79,0.5
-2.4704227542445034,0.38082583654434166,-6.487014580369361,8.755386883404712e-11,50,3.9327435059532956,25,80,0.5
-1.9531406343221018,0.48716346689903395,-4.00920998192768,6.0922225071325005e-5,50,4.058268436611044,25,81,0.5
-1.3407504633317304,0.5488013336340768,-2.443052487597816,0.01456361901753765,50,3.681418950022829,25,82,0.5
-0.8551415725760909,0.3938103325443567,-2.1714553984684297,0.02989676515133516,50,2.7958612124006255,25,83,0.5
-0.3435333204625356,0.3970398753682158,-0.865236319510583,0.38690909467675527,50,3.9328813863487095,25,84,0.5
-1.1525997284642873,0.549128006793033,-2.0989636554791558,0.035820104700217494,50,2.7976067579331936,25,85,0.5
-1.0606375531081964,0.5029186486101862,-2.108964453871942,0.03494764997342541,50,3.9633811167235127,25,86,0.5
-0.5852360727783483,0.42220703297319206,-1.3861353011035886,0.16570559287158498,50,4.35990307195363,25,87,0.5
-1.4651246439310788,0.4682084688482595,-3.129214316723321,0.0017527441734916014,50,3.2854219651099186,25,88,0.5
-0.729623671017448,0.6114070634979347,-1.193351720281381,0.23273165471568236,50,3.089280668514686,25,89,0.5
-1.4788755010389734,0.5194615641652235,-2.846939221413872,0.004414178914457052,50,4.733683421856778,25,90,0.5
-0.908683999207516,0.41904523510910474,-2.168462788918066,0.03012349287496887,50,1.324550039475005,25,91,0.5
-1.8248064840924658,0.5020253764395146,-3.634888931381188,2.781004210660214e-4,50,4.450631282792781,25,92,0.5
-1.438021240793288,0.43908326827598965,-3.2750536052979524,0.0010564192568340684,50,3.915091677963467,25,93,0.5
-1.2621282643909355,0.5591234269029832,-2.2573338974221424,0.023987218778531848,50,4.142535447343045,25,94,0.5
-0.2818229581726992,0.46904524259209973,-0.6008438687390836,0.5479439822683285,50,2.0930480670547045,25,95,0.5
-1.0525445148650308,0.42594307835828527,-2.4710919565164877,0.01347011764390204,50,3.696401623818163,25,96,0.5
-0.9091455542708726,0.5079831666506893,-1.7897159078423548,0.07349959372838359,50,3.5271777670907642,25,97,0.5
-1.4164006198488222,0.49833253824891927,-2.842280026156598,0.004479212974068099,50,2.8326218549195463,25,98,0.5
-1.2191556744547805,0.577010977570757,-2.112881248095976,0.03461093324335128,50,3.3323898103863012,25,99,0.5
-1.1139429510485663,0.44508082967084356,-2.5027879809435403,0.012321933463627666,50,3.2942891641434695,25,100,0.5
-1.1308871713412183,0.35115697629993115,-3.220460499623684,0.001279848286902002,100,3.857391890788085,50,1,0.5
-0.6735017929801622,0.31550566192040025,-2.134674188985178,0.03278763274762845,100,3.2792479072125023,50,2,0.5
-1.2607474128036036,0.373259637082985,-3.377668752657839,7.310308285328143e-4,100,3.5221981942216143,50,3,0.5
-0.508134548971747,0.3796302612755087,-1.3384985360874038,0.1807339772337607,100,3.2449712125894568,50,4,0.5
-1.3241408480421395,0.31406431493332293,-4.216145499762556,2.4851345225759356e-5,100,2.8856953046369167,50,5,0.5
-1.477549635731414,0.3043149272122536,-4.855330789280844,1.2018594533098187e-6,100,3.695452277368217,50,6,0.5
-0.92999590940186,0.3299313402107251,-2.8187558926893015,0.004821016635896452,100,3.8583669557900517,50,7,0.5
-0.725982871563427,0.27863357645834613,-2.605511083018943,0.009173730560548687,100,2.0506890450206665,50,8,0.5
-0.42668041335953333,0.361783983114243,-1.1793789478645813,0.23824731415565703,100,1.9998194570986918,50,9,0.5
-0.8920383349848037,0.3459199013368539,-2.5787424532020324,0.009916068623129236,100,2.724046717997865,50,10,0.5
-0.8269940489902119,0.3487903195073586,-2.37103498215857,0.017738352109656005,100,2.755021595752684,50,11,0.5
-1.3155152029355937,0.3106382585453081,-4.234878244218973,2.2867557327440013e-5,100,3.4319938655418714,50,12,0.5
-0.6149444811223193,0.31765935237554227,-1.9358614078999994,0.052884677465378,100,3.717973236673096,50,13,0.5
-0.8357624634943235,0.3892588721371493,-2.147060795058399,0.03178844194123679,100,3.043210697880486,50,14,0.5
-0.9426343590111896,0.35273042086064144,-2.6723931457661556,0.007531235578426564,100,2.698577872546384,50,15,0.5
-0.9010678142647355,0.3728925629667362,-2.416427421066896,0.01567365061096678,100,2.8058973431523455,50,16,0.5
-1.4351540669206528,0.31991477724918094,-4.486051189197848,7.255531677122155e-6,100,3.922783813218734,50,17,0.5
-0.5048972312406952,0.3150777875307696,-1.6024526362125364,0.10905555321362012,100,3.0595948213171447,50,18,0.5
-1.3349045858814321,0.3581927300327205,-3.7267774411822656,1.939435683622831e-4,100,4.057139995360256,50,19,0.5
-1.2199047343950165,0.42100355131540734,-2.8976115060870082,0.0037601604562673327,100,2.746617494471028,50,20,0.5
-0.24499943615461972,0.3094675334063894,-0.7916805794063352,0.42854694895251066,100,1.3204892396295804,50,21,0.5
-1.0056347415289997,0.40027808706485085,-2.5123402305209686,0.01199333982627155,100,3.317304322823949,50,22,0.5
-1.1418325919133268,0.35632889527777384,-3.204434462221254,0.0013532809609130172,100,3.1842365795946215,50,23,0.5
-0.8878681242703703,0.32326022251819125,-2.7466049406075816,0.006021561864188781,100,3.4250921101451475,50,24,0.5
-1.1069335455115699,0.3687133794220737,-3.0021518265667284,0.002680784370472214,100,3.737614412885341,50,25,0.5
-1.211717208775898,0.3305260886646394,-3.6660259214979507,2.4634896563716845e-4,100,2.660315177832466,50,26,0.5
-0.9278327245649916,0.3132442530029292,-2.9620103662566324,0.0030563749367577557,100,3.568629363133301,50,27,0.5
-0.6025817378745524,0.33926574793656206,-1.7761349076336075,0.0757106838451107,100,2.6988633667290056,50,28,0.5
-1.110426540270975,0.28816988633672985,-3.853374668626647,1.1650090991398369e-4,100,3.3925410491776784,50,29,0.5
-1.4896041096365442,0.3545738864551747,-4.201110590880641,2.656087966196413e-5,100,4.0318337434833005,50,30,0.5
-1.8481105530644686,0.30185821719964046,-6.122445730348234,9.214980765015182e-10,100,2.623196738153652,50,31,0.5
-1.18914199020622,0.35079378286648866,-3.38986050576274,6.992819672627038e-4,100,3.3466689483866396,50,32,0.5
-0.7896730177168944,0.32604459301217215,-2.4219785717698246,0.015436260736845805,100,2.984944927552032,50,33,0.5
-1.3306390570217483,0.3542706511374412,-3.7559957415312955,1.7265362878067826e-4,100,3.0904708105065932,50,34,0.5
-1.0811499173800234,0.32806870583814746,-3.295498467669782,9.824723929263768e-4,100,3.7875513286634757,50,35,0.5
-1.318274910314691,0.3915500026103003,-3.3668111391298754,7.604274657633772e-4,100,3.8465952366752543,50,36,0.5
-0.10552906834321654,0.3414027483270552,-0.30910433164446105,0.757242164259433,100,4.5930190687001495,50,37,0.5
-0.670381212488382,0.32388101592575513,-2.069837932835362,0.03846752382448651,100,3.1958203194361587,50,38,0.5
-0.8535233918050935,0.3492699441108488,-2.443735586747792,0.014536075655865727,100,3.175674807285768,50,39,0.5
-0.252486936536228,0.37510345025777203,-0.673112807580731,0.5008755264360927,100,2.7542407158688196,50,40,0.5
-0.13931355197439088,0.33561908089210507,-0.4150942538907001,0.6780729057325188,100,1.9437745223585754,50,41,0.5
-1.1010331427230065,0.33618411052218355,-3.275089774507214,0.0010562840068467625,100,3.1959955131130435,50,42,0.5
-1.0416475952506365,0.36967379094487546,-2.8177480274926054,0.0048361746078053654,100,3.1166265391482177,50,43,0.5
-1.2181903164359722,0.38926473288383534,-3.1294648950371404,0.001751249964465085,100,2.9935543526691895,50,44,0.5
-0.21405177015273447,0.3340201878688396,-0.6408348295306828,0.5216300012595503,100,2.93792959889935,50,45,0.5
-0.8294904658323655,0.38450799804129565,-2.1572775340378727,0.03098404639824169,100,3.178748817778226,50,46,0.5
-1.0731497696803376,0.30116246969943883,-3.563358245638458,3.6614045335164517e-4,100,2.815213896224959,50,47,0.5
-0.9561478202961854,0.33764146000838485,-2.831843637545107,0.004628047422080644,100,3.280271651261071,50,48,0.5
-0.4807307382821062,0.328055818070487,-1.4653931184930702,0.14281369384583487,100,2.7908431509143465,50,49,0.5
-0.6443607146109374,0.3100944578493082,-2.0779497933628575,0.0377139836358551,100,4.667605708439318,50,50,0.5
-1.3145023010088166,0.3131705792339664,-4.197400356777339,2.6999638735078467e-5,100,2.9414113727765763,50,51,0.5
-1.7390604752513315,0.37089993869472676,-4.688759133720656,2.7486668855490435e-6,100,3.7750056273971158,50,52,0.5
-0.7074794562415193,0.3399940722021803,-2.0808582092596333,0.03744688629482046,100,3.291951898493588,50,53,0.5
-1.3274638721678917,0.3686730555582369,-3.6006533489621972,3.1741854897101435e-4,100,3.043337647957191,50,54,0.5
-1.769082824061862,0.3745820757120426,-4.722817611331281,2.325994332461199e-6,100,3.863025702862867,50,55,0.5
-1.1580814734866962,0.3497595983412654,-3.311078463547238,9.293714544115423e-4,100,4.732796031111473,50,56,0.5
-1.4097166064083726,0.29539174763260684,-4.772362862897937,1.8207708167462752e-6,100,3.2276066773358334,50,57,0.5
-0.8199736245283658,0.3600129595784466,-2.2776225208350978,0.0227490775235604,100,2.571958924705232,50,58,0.5
-0.8319348658984905,0.32388777186909445,-2.5685899195809503,0.010211321604082212,100,4.158509350093931,50,59,0.5
-1.4999316467214063,0.3708861058491561,-4.044183977416093,5.2505677790209184e-5,100,3.3146220785274014,50,60,0.5
-0.48976185792336174,0.3027499672021028,-1.6177106886238501,0.10572496141877104,100,2.86778430442625,50,61,0.5
-1.2166510795907879,0.3034568737107542,-4.009304731552934,6.089778730967632e-5,100,3.550490862619329,50,62,0.5
-1.0785689977369446,0.33381510862935115,-3.231037091657001,0.0012334193279991902,100,3.2075050960744083,50,63,0.5
-0.4583902900575031,0.32852372166674565,-1.3953034737701349,0.16292434499085048,100,3.326512934200167,50,64,0.5
-1.4293521850778361,0.34815411369457877,-4.105515715180513,4.0341385553407416e-5,100,3.0457242442961086,50,65,0.5
-0.5972123697684955,0.31832829894157083,-1.8760894703807462,0.06064299532116507,100,2.249261340359375,50,66,0.5
-0.3295917587103835,0.32805107813862067,-1.0046964655031916,0.31504303061936667,100,3.937741814263502,50,67,0.5
-0.7893132950478852,0.34322360532058027,-2.299705739384227,0.02146489674900447,100,3.7113819291496206,50,68,0.5
-0.8977381627915384,0.369062575574709,-2.4324822461165803,0.0149957266535024,100,3.390111152091345,50,69,0.5
-0.6245662128886718,0.3963529441027063,-1.57578295350527,0.11507583223393765,100,3.4858836989437627,50,70,0.5
-0.36696790772144994,0.30039369846246405,-1.2216231885014217,0.2218501554785018,100,2.2905812112300534,50,71,0.5
-0.9297165148915056,0.32269414674333446,-2.8811074643724064,0.0039628050163554,100,3.0768523859071095,50,72,0.5
-0.5689818047591063,0.3348416762809782,-1.6992562308213162,0.08927091559786722,100,2.7783981937839375,50,73,0.5
-1.5043382557849507,0.3618579801875966,-4.157261517363975,3.220852175246688e-5,100,3.4844744135950023,50,74,0.5
-0.9697987266612462,0.3171321363962921,-3.0580272869267784,0.00222799287393635,100,3.169782155994712,50,75,0.5
-1.7834376285525106,0.3343963156454276,-5.3333052581941525,9.644098362815135e-8,100,2.555326454224728,50,76,0.5
-0.2995569597332307,0.35856288498486666,-0.8354377217426552,0.40347129838853046,100,3.139670731308474,50,77,0.5
-0.9017209420303641,0.31866860358790944,-2.82965102893047,0.004659880059011372,100,3.5482141450765656,50,78,0.5
-0.9239291508900811,0.3411539495008708,-2.708246972493932,0.006763966708691414,100,3.996887632579952,50,79,0.5
-0.3360056606307541,0.3883945201535369,-0.8651143185489,0.3869760465069311,100,2.8862716452833084,50,80,0.5
-1.0446367747956322,0.332225241761211,-3.144363050976336,0.0016644879863625158,100,4.27963429513739,50,81,0.5
-1.414013541650273,0.36691546238487066,-3.853785644408368,1.1630542986950033e-4,100,3.959255379596561,50,82,0.5
-1.2313738444078814,0.4100507377221761,-3.0029792197134904,0.0026735068589001897,100,3.690943390586707,50,83,0.5
-0.2874820881908669,0.3282547846983313,-0.8757894830232716,0.38114448848168486,100,2.4510042270997765,50,84,0.5
-0.38414681599601497,0.3174482508659208,-1.2101084663347705,0.22623727488361756,100,2.7356858735940985,50,85,0.5
-1.1412411623362966,0.35647617611390087,-3.201451425947883,0.0013673712701537661,100,2.32098361563585,50,86,0.5
-1.107172197470963,0.31101908653619875,-3.559820748628242,3.7110801727530335e-4,100,3.285849461023785,50,87,0.5
-0.43439176101598403,0.3267381897802449,-1.3294796096781463,0.18368978854816898,100,3.467629723420977,50,88,0.5
0.012746758907135478,0.30824234943192963,0.04135304227542684,0.9670144475838771,100,3.1062189460343745,50,89,0.5
-0.8963742931769111,0.3165942509164594,-2.831303128790674,0.0046358762722865975,100,3.021510544917991,50,90,0.5
-1.510897571426237,0.3177527792616084,-4.75494683299781,1.984986486892518e-6,100,3.026866284463818,50,91,0.5
-1.223948326757996,0.3309426459763911,-3.6983699188931682,2.1698850356533764e-4,100,2.2946523371022423,50,92,0.5
-1.2146473539506757,0.35857325527549677,-3.3874454831201657,7.054673604710997e-4,100,3.9898793245906727,50,93,0.5
-0.2578526810557958,0.3361202091035372,-0.7671442361157399,0.44299576343476843,100,2.947518673515214,50,94,0.5
-0.7944086950400766,0.35858458091651374,-2.2154011558713176,0.026732542074647318,100,2.4908840292203536,50,95,0.5
-0.712887149636274,0.37514791704222894,-1.90028284111738,0.057396011903465986,100,4.2093700019524505,50,96,0.5
-0.40679495324795634,0.3271574430143707,-1.2434225842451259,0.21371215226792553,100,2.5401879507151808,50,97,0.5
-1.2913586417130358,0.3475247463882183,-3.7158753589031184,2.0250139509604535e-4,100,3.6422206479866617,50,98,0.5
-1.4704887180016457,0.285092070030234,-5.157943249160527,2.4967726513608466e-7,100,3.2936246130303246,50,99,0.5
-1.0579447562670379,0.353103902625674,-2.9961287553045453,0.00273430954388206,100,3.2485193682102107,50,100,0.5
-1.5101113203994774,0.29409020126431146,-5.134857652201324,2.823576540892104e-7,150,4.150261470076169,75,1,0.5
-0.9149255894123904,0.28398502031624095,-3.221738908599984,0.0012741518593654304,150,2.818491506651503,75,2,0.5
-0.9252751029848619,0.2540655179537017,-3.641875963480706,2.706584832351078e-4,150,3.9274105383236666,75,3,0.5
-1.4185203170634497,0.2698309230014395,-5.257070988323611,1.4636782490270527e-7,150,3.7645961861135184,75,4,0.5
-0.8711509651322202,0.29584503536254786,-2.9446191789720415,0.0032335238621253428,150,3.3605916670134928,75,5,0.5
-0.7677155154261999,0.2751197211918252,-2.7904779493830465,0.0052630285079729704,150,3.4811565908007456,75,6,0.5
-1.0348105874145546,0.2895484301463629,-3.5738773886339894,3.5173368375074826e-4,150,2.8455290250497924,75,7,0.5
-0.9879072446580349,0.2841697394481046,-3.4764688406889563,5.080632620856251e-4,150,3.017336806289622,75,8,0.5
-0.9937359194898127,0.259409397073484,-3.8307629974110498,1.2774650845248637e-4,150,2.6134752247956374,75,9,0.5
-1.3242451376247957,0.289726160409133,-4.570678518483731,4.861475834854844e-6,150,3.2675933360712985,75,10,0.5
-0.9811640814222969,0.2632195357210713,-3.727550383881908,1.933499160884199e-4,150,2.8243900921386462,75,11,0.5
-1.0333755725956117,0.2645703983293722,-3.9058624060773774,9.388992796850447e-5,150,4.024666142236994,75,12,0.5
-1.2668937257579929,0.26453398807721656,-4.7891529363258645,1.6748680083327256e-6,150,3.24184474450516,75,13,0.5
-1.382776479669763,0.3224831881857624,-4.287902533614348,1.8036819981501174e-5,150,3.156732543804784,75,14,0.5
-0.7951210161352835,0.3003551452395358,-2.6472695032447926,0.008114465612609785,150,2.6739569834115144,75,15,0.5
-1.4271701311653493,0.3057502540784993,-4.667764334216818,3.0449487062992065e-6,150,3.9000408559882747,75,16,0.5
-0.9077701063142013,0.29799259845640563,-3.0462840722099416,0.00231688825313828,150,2.8850762616376002,75,17,0.5
-1.0030369041039255,0.3199095705949024,-3.1353763572583424,0.0017163376197594068,150,2.3129666483358022,75,18,0.5
-1.526360881241827,0.29541199454544037,-5.166888648480526,2.380229691034417e-7,150,3.4800256354635444,75,19,0.5
-1.3109959535939035,0.256133156022813,-5.118415647356241,3.0811298501323203e-7,150,3.2893037697511502,75,20,0.5
-1.205962645623036,0.29346968414893243,-4.109326144267167,3.9681532434082766e-5,150,3.2415059564790134,75,21,0.5
-1.3076183482006871,0.2997092119329394,-4.362956813263616,1.2831628116344652e-5,150,4.395377645501069,75,22,0.5
-1.172616891409841,0.3341145484283433,-3.5096253573086447,4.487384758707839e-4,150,3.7092643064542106,75,23,0.5
-0.630546150550611,0.2896725415049517,-2.176754991255643,0.02949885287358453,150,1.9205389178171437,75,24,0.5
-0.5090561265847706,0.3198205244982863,-1.5916931140781063,0.1114536763027691,150,2.7025582369741166,75,25,0.5
-1.3282344100035948,0.29174021493031066,-4.552798489988349,5.293697398126869e-6,150,3.9588212567364014,75,26,0.5
-1.0389850681949948,0.3300064355540381,-3.148378201930133,0.0016417912579999767,150,3.2072660749234814,75,27,0.5
-1.0019533448964912,0.297516396760323,-3.367724790320237,7.579121179171511e-4,150,2.6985285205862137,75,28,0.5
-0.9451558650328769,0.2779483597596284,-3.4004729002547593,6.726940343052922e-4,150,2.9912770334457246,75,29,0.5
-1.3011797589599294,0.28107581818036115,-4.629283897076434,3.669324273786632e-6,150,2.8865722941384018,75,30,0.5
-0.8005420329651023,0.2797528132072562,-2.86160494254625,0.0042150193590195445,150,3.12153479465349,75,31,0.5
-1.0961816724374605,0.26053434325215963,-4.207436373854616,2.582840916043878e-5,150,4.035157988150427,75,32,0.5
-0.9439075212683099,0.28476663456170787,-3.31467035357251,9.175125454215407e-4,150,1.864844815485581,75,33,0.5
-1.4191090046467711,0.26691608536304184,-5.316685964117118,1.056742159450658e-7,150,3.0766658740084214,75,34,0.5
-0.8251545393694797,0.29446193187500064,-2.802245214229453,0.005074828412495783,150,2.9602785690916757,75,35,0.5
-1.0799197484359904,0.2552739707412408,-4.230434247958065,2.3324061438774e-5,150,3.4381802855762444,75,36,0.5
-0.8181798186760507,0.26295851678932697,-3.1114406510421087,0.0018617689341839808,150,2.8592624192206024,75,37,0.5
-1.276118848935528,0.2738057396174882,-4.660672382975938,3.1517806269833128e-6,150,4.530338662445885,75,38,0.5
-0.927936753817034,0.3051756240232595,-3.040664721459895,0.0023605653003163367,150,2.287273640450991,75,39,0.5
-0.9224434208502892,0.2699253896187341,-3.417401461023092,6.322197599013484e-4,150,3.3680462038937655,75,40,0.5
-0.8907970350982652,0.26505691801534437,-3.3607764014169073,7.77237192760069e-4,150,3.4927006232228024,75,41,0.5
-0.698492310729944,0.29322879745383695,-2.382072691342356,0.017215498787961546,150,4.149914927654603,75,42,0.5
-1.0113116584261288,0.2714123800150588,-3.7261073292604343,1.944596280786627e-4,150,3.151130512247864,75,43,0.5
-1.0431074363562889,0.29863848437473733,-3.492876809029668,4.778468972011415e-4,150,3.007940062555811,75,44,0.5
-0.6526200264325823,0.2519038974127985,-2.59075001671421,0.009576702936143192,150,3.5572867403416755,75,45,0.5
-0.0920806929630461,0.26342920503500283,-0.34954625836118286,0.7266792490176908,150,2.7690826935453696,75,46,0.5
